,Month,DayOfYear,Variety,City,Package,Low Price,High Price,Price
1233,11,309,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,18.0,36.0
1234,10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.363636363636363
1235,10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.363636363636363
1236,9,251,MINIATURE,NEW YORK,1/2 bushel cartons,24.0,24.0,48.0
1237,9,251,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,18.0,36.0
1238,9,258,MINIATURE,NEW YORK,1/2 bushel cartons,16.0,20.0,36.0
1239,9,258,MINIATURE,NEW YORK,1/2 bushel cartons,24.0,24.0,48.0
1240,9,265,MINIATURE,NEW YORK,1/2 bushel cartons,16.0,18.0,34.0
1241,9,272,MINIATURE,NEW YORK,1/2 bushel cartons,16.0,18.0,34.0
1242,9,251,MINIATURE,NEW YORK,bushel cartons,32.0,32.0,32.0
1243,10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.363636363636363
1244,10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.363636363636363
1245,10,288,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.363636363636363
1246,10,288,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.363636363636363
1257,10,295,PIE TYPE,DETROIT,1 1/9 bushel cartons,12.0,12.0,10.909090909090908
1258,10,302,PIE TYPE,DETROIT,1 1/9 bushel cartons,12.0,12.0,10.909090909090908
1259,11,309,PIE TYPE,DETROIT,1 1/9 bushel cartons,12.0,12.0,10.909090909090908
1260,9,251,PIE TYPE,DETROIT,1 1/9 bushel cartons,22.0,22.0,20.0
1261,9,258,PIE TYPE,DETROIT,1 1/9 bushel cartons,20.0,20.0,18.18181818181818
1262,9,258,PIE TYPE,DETROIT,1 1/9 bushel cartons,22.0,22.0,20.0
1263,9,265,PIE TYPE,DETROIT,1 1/9 bushel cartons,15.0,20.0,15.909090909090908
1264,9,272,PIE TYPE,DETROIT,1 1/9 bushel cartons,15.0,15.0,13.636363636363635
1283,9,258,MIXED HEIRLOOM VARIETIES,DETROIT,1 1/9 bushel cartons,20.0,20.0,18.18181818181818
1284,9,265,MIXED HEIRLOOM VARIETIES,DETROIT,1 1/9 bushel cartons,20.0,20.0,18.18181818181818
1514,10,288,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
1515,10,295,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
1516,10,302,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
1517,11,309,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
1518,11,316,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
1533,9,267,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,26.0,46.0
1534,10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1535,10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1536,10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1537,10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1538,10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1539,10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1540,10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1541,10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1542,10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1543,10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1544,10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1545,10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1546,10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1547,10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1548,10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1549,11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1550,11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1551,11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1552,11,316,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1553,11,316,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1569,10,281,MINIATURE,SAN FRANCISCO,bushel baskets,25.0,48.0,36.5
1570,10,288,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
1571,10,295,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
1572,10,295,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
1573,10,302,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
1574,11,309,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,45.0,45.0
1575,9,265,MINIATURE,SAN FRANCISCO,bushel baskets,48.0,48.0,48.0
1576,9,265,MINIATURE,SAN FRANCISCO,bushel baskets,48.0,55.0,51.5
1577,9,272,MINIATURE,SAN FRANCISCO,bushel baskets,46.0,48.0,47.0
1578,9,272,MINIATURE,SAN FRANCISCO,bushel baskets,46.0,55.0,50.5
1579,9,267,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,26.0,46.0
1580,10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
1581,10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1582,10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1583,10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1584,10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1585,11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1586,11,316,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
1625,10,288,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,12.0,14.0,11.818181818181817
1626,10,295,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,12.0,12.0,10.909090909090908
1627,10,302,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,12.0,12.0,10.909090909090908
1628,8,237,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,18.0,20.0,17.27272727272727
1629,9,258,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,18.0,18.0,16.363636363636363
1630,9,265,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,18.0,22.0,18.18181818181818
1642,9,267,MINIATURE,PHILADELPHIA,1/2 bushel cartons,17.0,18.0,35.0
1643,10,274,MINIATURE,PHILADELPHIA,1/2 bushel cartons,18.0,18.0,36.0
1644,10,274,MINIATURE,PHILADELPHIA,1/2 bushel cartons,17.0,18.0,35.0
1645,10,281,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,15.0,30.0
1646,10,288,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,18.0,33.0
1647,10,295,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,18.0,34.0
1648,10,302,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,18.0,34.0
1649,11,309,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,18.0,34.0
1650,8,237,MINIATURE,PHILADELPHIA,1/2 bushel cartons,18.0,20.0,38.0
1651,9,258,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,16.0,32.0
1652,9,265,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,16.0,31.0
1653,9,272,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,18.0,33.0
1719,9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1720,9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1721,9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.75,15.75,31.5
1722,9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.5,12.5,25.0
1723,9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1724,9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1725,9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.75,30.75
1726,9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.5,15.0,27.5
1727,9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1728,9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1729,9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.75,30.75
1730,9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.5,15.0,27.5
1731,9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1732,9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1733,9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,13.75,15.0,28.75
1734,9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,10.75,15.0,25.75
1735,9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
1736,9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
1737,9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1738,9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
1739,9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,13.75,15.0,28.75
1740,9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,10.75,15.0,25.75
1741,9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
1742,9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
